,User,CouponCode,Category,SubCategory,Type,Company,Redeemed,CouponDiscount,AmountSpent,Clicked,TimeStamp
182,92-6155929,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,0,10,1350,1,2021-10-09 10:00:50
183,54-9376611,ENTE-MUS-CST-10,ENTERTAINMENT,MUSEUMS,HISTORY,CSTMUSEUM,1,10,300,0,2018-05-06 11:10:31
184,47-1158403,FOBV-SOF-PEP-5,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,1,5,50,1,2018-05-11 22:04:07
185,46-9041664,TRAV-AIR-BOO-20,TRAVEL,AIR,INTERNATIONAL,BOOKMYTRIP,1,20,5150,0,2018-03-31 03:37:50
186,98-8136211,FOBV-FAS-BUR-10,FOOD_BEVERAGES,FASTFOOD,BURGERS,BURGERKING,0,10,150,1,2018-06-07 20:14:31
187,13-8111561,FOBV-ALC-BAC-10,FOOD_BEVERAGES,ALCOHOL,RUM,BACARDI,1,10,300,0,2021-02-16 17:47:53
188,32-2512991,FOBV-ALC-BAC-10,FOOD_BEVERAGES,ALCOHOL,RUM,BACARDI,1,10,300,0,2021-12-22 06:14:53
189,74-5411440,ENTE-CON-NAR-30,ENTERTAINMENT,CONCERTS,OPERA,NARIMANHOUSE,1,30,1850,1,2018-11-22 17:24:08
190,38-3032511,FOBV-ALC-BAC-10,FOOD_BEVERAGES,ALCOHOL,RUM,BACARDI,1,10,350,0,2020-03-19 17:27:48
191,55-2713327,ELEC-MIN-BOS-30,ELECTRONIC,MINIAPPLIANCES,EARPHONE,BOSE,1,30,3450,1,2022-06-15 13:52:32
192,30-8946803,ENTE-SPO-IND-10,ENTERTAINMENT,SPORTS,CRICKET,INDIA,0,10,850,0,2019-11-27 17:54:04
193,89-0700573,FOBV-WAR-TAT-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,TATA,0,20,750,0,2019-08-02 02:39:50
194,70-6039996,ENTE-SPO-FIF-20,ENTERTAINMENT,SPORTS,FOOTBALL,FIFA,0,20,1150,1,2019-07-13 09:33:31
195,77-9842062,TRAV-RAI-BOO-20,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,1,20,6150,1,2018-07-31 11:05:51
196,85-8008355,REAP-ETH-COL-30,RETAIL_APPAREL,ETHINICWEAR,SALVAAR,COLORSOFINDIA,0,30,1950,0,2018-11-24 12:59:40
197,12-1353370,ELEC-MIN-SAM-30,ELECTRONIC,MINIAPPLIANCES,TABLET,SAMSUNG,1,30,3850,0,2020-11-11 11:26:42
198,33-4490224,FOBV-CON-CHE-10,FOOD_BEVERAGES,CONTINENTAL,PASTA,CHEFCHOICE,0,10,400,0,2019-05-16 15:02:08
199,02-8281671,TRAV-WAT-YAT-20,TRAVEL,WATER,CRUISE,YATRA,0,20,9150,0,2020-09-23 06:40:46
200,40-5094563,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,1,30,3550,1,2020-07-27 07:20:40
201,87-3534750,ENTE-MUS-NAT-10,ENTERTAINMENT,MUSEUMS,HISTORY,NATIONALMUSEUMOFINDIA,1,10,700,0,2021-07-20 16:12:44
202,92-4079698,TRAV-RAI-MRD-40,TRAVEL,RAILLWAY,TRAM,MRDC,0,40,40850,0,2021-08-16 02:35:45
203,31-2678468,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,0,30,3150,0,2019-02-19 05:10:36
204,99-4253740,TRAV-RAI-BOO-40,TRAVEL,RAILLWAY,TRAM,BOOKMYTRIP,1,40,31050,0,2019-08-07 08:58:25
205,34-9314904,REAP-LAD-ZAR-5,RETAIL_APPAREL,LADIESWESTERNWEAR,SKIRT,ZARA,1,5,350,0,2020-11-30 19:34:06
206,67-7008687,ENTE-SPO-IPL-15,ENTERTAINMENT,SPORTS,CRICKET,IPL,0,15,950,0,2018-08-28 06:33:21
207,08-3751546,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,TEA,TATA,1,10,300,0,2019-03-22 22:02:10
208,89-3833350,ENTE-EVE-LON-10,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,LONDONBAY,1,10,300,1,2020-08-26 09:20:24
209,28-1222057,TRAV-ROA-BOO-50,TRAVEL,ROAD,BUS,BOOKMYTRIP,0,50,49200,1,2020-03-30 06:39:56
210,96-6788545,REAP-LAD-ONL-30,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,ONLY,1,30,1800,1,2020-06-27 08:52:41
211,06-7950055,ENTE-SPO-RED-10,ENTERTAINMENT,SPORTS,BASEBALL,REDSOAX,0,10,650,0,2020-04-07 19:37:42
212,96-4622022,TRAV-WAT-M2M-30,TRAVEL,WATER,FERRI,M2M,0,30,20350,1,2019-06-15 12:40:23
213,79-5835529,ENTE-SPO-IPL-5,ENTERTAINMENT,SPORTS,CRICKET,IPL,0,5,250,1,2019-07-09 08:58:56
214,62-4693881,ELEC-BIG-WHI-40,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,WHIRPOOL,0,40,4550,0,2019-06-25 09:26:25
215,85-9808272,ELEC-BIG-LG-15,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,0,15,1600,0,2021-11-23 18:36:36
216,40-6572879,ENTE-EVE-LON-20,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,LONDONBAY,0,20,1050,0,2021-01-25 12:13:26
217,00-0955330,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,0,20,500,1,2018-03-20 10:07:40
218,23-0330192,ELEC-BIG-CRO-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,20,2050,1,2018-12-24 03:36:27
219,19-9297081,REAP-ACC-MAD-10,RETAIL_APPAREL,ACCESSORIES,SHOES,MADISSON,1,10,950,1,2021-09-16 13:21:31
220,06-7481419,FOBV-FAS-PVR-20,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,PVR,1,20,600,0,2018-03-11 07:33:51
221,48-2114950,FOBV-FAS-PVR-20,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,PVR,1,20,500,0,2021-02-24 23:35:06
222,70-0601694,FOBV-FAS-CHE-10,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,CHEEZILA,1,10,150,1,2022-03-12 04:15:24
223,29-8315134,ENTE-SPO-CVC-20,ENTERTAINMENT,SPORTS,BASEBALL,CVCL,1,20,1350,0,2022-04-22 19:44:13
224,17-9846068,ENTE-MOV-INO-10,ENTERTAINMENT,MOVIE,HINDI,INOX,1,10,450,1,2022-05-24 15:54:31
225,48-9377445,TRAV-AIR-TOM-20,TRAVEL,AIR,DOMESTIC,TOM&COOKS,1,20,10400,1,2019-08-10 04:21:39
226,88-4575057,ENTE-MOV-CIN-10,ENTERTAINMENT,MOVIE,ENGLISH,CINEPOLIS,1,10,450,1,2020-06-25 13:22:07
227,30-4723067,FOBV-ALC-GOD-30,FOOD_BEVERAGES,ALCOHOL,BEER,GODFATHER,0,30,900,0,2020-11-02 07:56:18
228,44-1055676,TRAV-WAT-COR-30,TRAVEL,WATER,CRUISE,CORDELIA,1,30,23750,0,2021-07-17 18:18:13
229,40-6544332,ELEC-MIN-VIV-10,ELECTRONIC,MINIAPPLIANCES,MOBILE,VIVO,1,10,1000,1,2018-07-23 19:52:50
230,42-6462142,ENTE-MOV-CIN-30,ENTERTAINMENT,MOVIE,HINDI,CINEPOLIS,1,30,1950,0,2021-12-02 05:12:28
231,73-6473959,ENTE-MOV-INO-20,ENTERTAINMENT,MOVIE,ENGLISH,INOX,1,20,1100,0,2018-06-13 13:28:44
232,96-0425496,FOBV-WAR-BRE-10,FOOD_BEVERAGES,WARMDRINKS,COFFEE,BREW,1,10,350,0,2018-12-24 20:02:13
233,70-1587488,FOBV-ALC-FRA-20,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,0,20,600,1,2021-05-26 03:03:42
234,01-9935432,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,SAMSUNG,1,30,3650,1,2020-10-04 17:16:17
235,57-6691186,TRAV-ROA-OLA-30,TRAVEL,ROAD,TAXI,OLA,1,30,21500,0,2019-02-28 03:45:59
236,44-3881539,ENTE-SPO-IND-20,ENTERTAINMENT,SPORTS,CRICKET,INDIA,0,20,1500,1,2022-06-01 11:09:52
237,18-3375409,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,0,30,3450,0,2018-04-15 22:59:21
238,88-9537200,REAP-LAD-ZAR-5,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,ZARA,0,5,350,0,2018-07-02 09:11:31
239,71-1044930,TRAV-ROA-OLA-25,TRAVEL,ROAD,TAXI,OLA,0,25,12850,1,2020-11-15 14:23:52
240,22-4232414,ENTE-MOV-MOV-10,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,0,10,350,1,2021-03-18 12:20:41
241,98-1778467,REAP-ETH-ZAH-20,RETAIL_APPAREL,ETHINICWEAR,SAREE,ZAHIRA,1,20,1200,1,2020-03-17 22:43:37
242,78-5051375,FOBV-FAS-PIZ-20,FOOD_BEVERAGES,FASTFOOD,PIZZA,PIZZAHUT,0,20,550,1,2020-07-16 21:57:42
243,61-4117295,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,TEA,TATA,0,10,400,0,2020-11-25 21:17:22
244,48-0002182,TRAV-ROA-UBE-20,TRAVEL,ROAD,VEHICLE,UBER,1,20,9900,0,2018-07-14 00:58:22
245,12-0443819,FOBV-SOF-BIG-20,FOOD_BEVERAGES,SOFTDRINKS,COLA,BIGCOLA,0,20,550,0,2018-08-29 22:30:34
246,29-4802789,ELEC-MIN-BOS-30,ELECTRONIC,MINIAPPLIANCES,EARPHONE,BOSE,1,30,3600,0,2019-06-25 02:50:16
247,37-7961269,REAP-LAD-DEN-10,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,DENIM,1,10,650,0,2020-11-12 21:48:39
248,41-1648510,ELEC-BIG-CRO-30,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,30,3350,0,2018-10-29 01:01:41
249,29-8315134,REAP-COS-LAC-20,RETAIL_APPAREL,COSMETICS,LIPSTICK,LACME,1,20,1600,1,2019-02-15 14:49:45
250,29-5171006,FOBV-FAS-SUB-10,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,SUBWAY,1,10,400,1,2019-08-24 15:41:54
251,83-4770012,ENTE-CAR-PAR-20,ENTERTAINMENT,CARNIVAL,FUNFAIR,PARTYPOPPERS,0,20,1000,0,2018-08-20 17:54:53
252,26-7271559,ENTE-EVE-IEE-5,ENTERTAINMENT,EVENTS,TECHCONFERENCE,IEEE,0,5,200,0,2018-12-23 14:05:25
253,67-3058582,FOBV-FAS-PIZ-10,FOOD_BEVERAGES,FASTFOOD,PIZZA,PIZZAHUT,0,10,400,0,2021-10-05 00:48:37
254,68-4051251,REAP-LAD-AND-10,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,AND,1,10,450,1,2018-06-04 13:09:33
255,37-3318687,ELEC-BIG-HIT-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,0,20,1900,0,2019-02-18 02:28:33
256,64-6234816,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,1,30,3000,0,2022-06-08 17:28:10
257,30-2721736,ENTE-MOV-MOV-10,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,1,10,400,1,2020-09-16 12:14:13
258,29-2061590,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,30,3650,1,2020-12-05 01:55:14
259,01-1794061,TRAV-ROA-STA-40,TRAVEL,ROAD,BUS,STATETRAVELLER,1,40,39500,0,2018-06-20 00:32:11
260,68-6674057,ENTE-EVE-ISJ-10,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ISJRT,0,10,600,0,2022-03-05 10:16:25
261,97-3195478,TRAV-ROA-GOI-30,TRAVEL,ROAD,TEMPO,GOIBIBO,1,30,16450,1,2021-12-08 14:43:06
262,58-9782864,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,1,20,1850,1,2021-01-27 17:23:59
263,02-9533453,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,0,30,3800,1,2018-02-24 18:12:18
264,20-0690213,TRAV-WAT-M2M-20,TRAVEL,WATER,CRUISE,M2M,0,20,5050,0,2022-01-07 09:32:12
265,63-3686041,ELEC-BIG-CRO-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,0,20,1950,0,2020-10-26 22:15:19
266,77-4430066,TRAV-WAT-M2M-20,TRAVEL,WATER,FERRI,M2M,1,20,10700,1,2020-02-10 20:21:35
267,43-0884016,REAP-ETH-SOA-10,RETAIL_APPAREL,ETHINICWEAR,KURTA,SOACH,0,10,600,0,2020-08-03 21:23:15
268,75-6001041,ELEC-BIG-HIT-40,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,1,40,4200,1,2018-09-27 17:35:44
269,44-6123259,TRAV-ROA-STA-40,TRAVEL,ROAD,BUS,STATETRAVELLER,1,40,42300,1,2018-07-19 10:09:10
270,07-5333797,ENTE-MOV-CIN-20,ENTERTAINMENT,MOVIE,HINDI,CINEPOLIS,1,20,1200,0,2021-07-16 16:23:11
271,57-4699655,ENTE-SPO-IND-20,ENTERTAINMENT,SPORTS,CRICKET,INDIA,0,20,1050,0,2020-05-20 22:21:23
272,66-4675268,ENTE-SPO-IPL-10,ENTERTAINMENT,SPORTS,CRICKET,IPL,0,10,550,0,2020-08-19 07:19:18
273,47-3501551,ENTE-MOV-CIN-20,ENTERTAINMENT,MOVIE,HINDI,CINEPOLIS,0,20,1600,1,2018-12-17 14:02:02
274,69-4499690,REAP-COS-GAR-20,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,1,20,1400,0,2020-09-21 00:44:33
275,12-5175357,ENTE-SPO-RED-20,ENTERTAINMENT,SPORTS,BASEBALL,REDSOAX,0,20,1450,0,2020-02-27 15:30:36
276,99-1414642,REAP-ACC-CHE-30,RETAIL_APPAREL,ACCESSORIES,BOW,CHECKUPS,1,30,1850,0,2018-02-27 04:26:57
277,35-3882941,ENTE-EVE-INT-30,ENTERTAINMENT,EVENTS,TECHCONFERENCE,INTERNATIONALCONFERENCE,1,30,1800,1,2019-11-27 15:35:51
278,15-5470412,ENTE-MOV-PVR-15,ENTERTAINMENT,MOVIE,HINDI,PVR,0,15,950,0,2021-03-18 13:55:18
279,80-4030178,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,1,10,1550,0,2021-12-19 09:08:47
280,71-6187731,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,30,3000,1,2019-07-23 12:34:28
281,20-0102480,ELEC-BIG-CRO-30,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,30,3150,0,2022-03-06 15:06:02
282,28-5527961,REAP-ETH-GLO-30,RETAIL_APPAREL,ETHINICWEAR,SALVAAR,GLOABALDESTINATION,0,30,1750,1,2018-08-20 02:19:56
283,92-4689208,REAP-ACC-LIN-15,RETAIL_APPAREL,ACCESSORIES,PURSE,LINO,0,15,1000,1,2021-03-23 18:23:55
284,75-2179162,REAP-LAD-MAN-20,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,MANGO,1,20,1150,0,2019-07-08 10:32:39
285,83-1978493,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,1,10,1500,0,2018-11-17 23:06:10
286,17-0903575,REAP-COS-PON-20,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,0,20,1450,0,2020-12-26 08:43:48
287,13-6546033,REAP-COS-LAK-10,RETAIL_APPAREL,COSMETICS,POLISH,LAKME,1,10,750,0,2022-04-21 09:08:45
288,97-6572143,TRAV-AIR-BOO-50,TRAVEL,AIR,INTERNATIONAL,BOOKMYTRIP,1,50,45500,0,2020-07-13 10:38:36
289,77-8458292,REAP-COS-LAK-20,RETAIL_APPAREL,COSMETICS,POLISH,LAKME,0,20,1400,1,2021-10-16 02:13:35
290,98-3289201,REAP-MEN-PET-20,RETAIL_APPAREL,MENSWESTERNWEAR,SHIRT,PETERENGLAND,1,20,1300,1,2020-10-31 17:31:33
291,01-0945404,ENTE-MOV-MOV-20,ENTERTAINMENT,MOVIE,REGIONAL,MOVIETIME,1,20,1600,0,2021-07-29 10:29:09
292,32-2067671,TRAV-RAI-BOO-20,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,1,20,11700,0,2019-10-17 22:36:13
293,86-4815731,ENTE-EVE-ISJ-15,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ISJRT,0,15,950,0,2019-10-18 17:02:57
294,73-0425268,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,40,4000,1,2020-07-20 05:44:02
295,19-6103706,FOBV-ALC-BAR-10,FOOD_BEVERAGES,ALCOHOL,RUM,BARCELO,1,10,150,0,2021-07-06 15:08:13
296,92-6395677,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,20,2100,0,2020-12-26 17:26:50
297,57-1806278,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,40,4900,0,2021-04-14 12:00:25
298,94-7665523,FOBV-FAS-CHE-30,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,CHEEZILA,0,30,900,1,2020-01-11 00:07:02
299,06-9824278,FOBV-ALC-LOU-10,FOOD_BEVERAGES,ALCOHOL,WINE,LOUIS,1,10,150,1,2019-05-27 12:14:24
300,35-5560559,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,0,20,1800,0,2022-05-05 11:44:59
301,72-1451031,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,1,10,350,0,2021-11-29 06:40:19
302,72-6769218,FOBV-FAS-CHE-30,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,CHEEZILA,1,30,900,1,2021-12-12 10:03:17
303,56-7539556,REAP-LAD-DEN-20,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,DENIM,0,20,1050,0,2021-08-25 03:21:25
304,13-2552587,ELEC-BIG-SON-30,ELECTRONIC,BIGAPPLIANCES,TV,SONY,1,30,2850,1,2021-12-17 06:44:17
305,33-1710618,ENTE-CAR-RIN-20,ENTERTAINMENT,CARNIVAL,CIRCUS,RINGO,0,20,1550,0,2021-09-09 13:38:54
306,25-5304544,REAP-COS-PON-20,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,1,20,1600,0,2021-10-21 23:02:36
307,39-3045576,REAP-ETH-MCR-20,RETAIL_APPAREL,ETHINICWEAR,DHOTI,MCR,1,20,1600,0,2019-01-29 04:29:23
308,53-0583598,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,LIME,COCOCOLA,1,10,150,0,2021-12-11 20:44:53
309,63-2240520,ENTE-MOV-PVR-10,ENTERTAINMENT,MOVIE,HINDI,PVR,0,10,450,0,2020-01-19 05:24:09
310,40-1002948,REAP-COS-PON-5,RETAIL_APPAREL,COSMETICS,CREAM,PONDS,0,5,350,1,2020-10-05 01:24:35
311,63-0225553,TRAV-AIR-BOO-20,TRAVEL,AIR,DOMESTIC,BOOKMYTRIP,0,20,7250,0,2020-10-28 11:33:49
312,45-7918381,ENTE-MUS-NAT-20,ENTERTAINMENT,MUSEUMS,HISTORY,NATIONALMUSEUMOFINDIA,1,20,1250,0,2018-06-21 11:22:12
313,59-5718446,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,1,10,250,1,2018-11-03 16:17:59
314,12-0443819,ELEC-BIG-SAM-10,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,1,10,1300,1,2020-02-15 20:25:49
315,23-2147357,REAP-ETH-WES-10,RETAIL_APPAREL,ETHINICWEAR,SALVAAR,WESTSIDE,1,10,400,0,2019-11-29 03:27:32
316,05-8110449,ELEC-BIG-LG-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,1,20,2250,1,2022-05-14 13:04:59
317,03-5663663,TRAV-ROA-BOO-30,TRAVEL,ROAD,BUS,BOOKMYTRIP,0,30,18500,0,2022-01-02 14:20:42
318,41-8238555,ENTE-SPO-IND-10,ENTERTAINMENT,SPORTS,CRICKET,INDIA,1,10,400,0,2019-02-22 17:35:30
319,14-0682450,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,40,4900,0,2019-11-21 07:08:49
320,10-9746813,TRAV-ROA-GOI-30,TRAVEL,ROAD,BUS,GOIBIBO,0,30,20600,0,2018-06-18 06:29:26
321,70-4841395,REAP-MEN-RAY-5,RETAIL_APPAREL,MENSWESTERNWEAR,PANTMEN,RAYMOND,0,5,350,0,2019-10-03 05:59:53
322,61-7295020,REAP-ACC-CHE-10,RETAIL_APPAREL,ACCESSORIES,TIE,CHECKUPS,1,10,400,1,2019-07-21 10:21:39
323,44-4240312,ENTE-CAR-RIN-15,ENTERTAINMENT,CARNIVAL,CIRCUS,RINGO,0,15,950,1,2018-04-27 06:41:39
324,17-7547396,FOBV-CON-MAG-10,FOOD_BEVERAGES,CONTINENTAL,PASTA,MAGGI,1,10,150,1,2018-07-27 21:16:31
325,99-0294728,ELEC-MIN-SAM-30,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SAMSUNG,1,30,2850,0,2019-08-31 00:23:35
326,97-5882780,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,LG,1,30,3700,1,2020-02-03 08:44:14
327,98-0981672,REAP-ETH-WES-10,RETAIL_APPAREL,ETHINICWEAR,SALVAAR,WESTSIDE,1,10,650,1,2022-04-08 14:22:30
328,71-7453404,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,0,40,4050,0,2021-02-02 16:49:15
329,40-5094563,FOBV-SOF-PEP-10,FOOD_BEVERAGES,SOFTDRINKS,LIME,PEPSI,0,10,400,0,2020-02-20 08:00:29
330,47-5212598,ELEC-MIN-JBL-40,ELECTRONIC,MINIAPPLIANCES,EARPHONE,JBL,1,40,4450,1,2018-10-13 17:46:33
331,31-0695508,ENTE-EVE-TEC-10,ENTERTAINMENT,EVENTS,EXHIBITION,TECHNOCRATS,0,10,900,1,2020-02-15 12:14:13
332,38-3326923,ELEC-MIN-MSI-30,ELECTRONIC,MINIAPPLIANCES,LAPTOP,MSI,0,30,2850,0,2022-02-14 03:58:04
333,52-6160546,ENTE-EVE-SCI-10,ENTERTAINMENT,EVENTS,EXHIBITION,SCILEARN,0,10,600,0,2019-12-15 23:32:56
334,89-0581526,FOBV-FAS-CHE-20,FOOD_BEVERAGES,FASTFOOD,PIZZA,CHEEZILA,1,20,750,0,2020-11-27 19:46:33
335,22-8436088,ENTE-CAR-KID-20,ENTERTAINMENT,CARNIVAL,FUNFAIR,KIDSSPECIAL,0,20,1350,0,2019-05-11 13:40:25
336,54-3442715,FOBV-SOF-SKI-10,FOOD_BEVERAGES,SOFTDRINKS,COLA,SKIPPY,1,10,300,0,2022-02-05 16:09:23
337,57-7481939,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,SAMSUNG,1,30,2950,0,2020-05-27 13:14:18
338,21-8633774,REAP-COS-GAR-20,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,1,20,1450,1,2020-10-14 00:27:12
339,07-4268541,FOBV-CON-IMB-10,FOOD_BEVERAGES,CONTINENTAL,EUROPEAN,IMBISS,1,10,250,0,2020-09-10 09:15:27
340,55-1641746,TRAV-WAT-M2M-30,TRAVEL,WATER,FERRI,M2M,1,30,18050,0,2020-12-13 00:10:52
341,33-1710618,ENTE-EVE-TEC-10,ENTERTAINMENT,EVENTS,EXHIBITION,TECHNOCRATS,0,10,750,1,2019-10-28 14:14:02
342,82-0157914,TRAV-ROA-RAP-30,TRAVEL,ROAD,VEHICLE,RAPIDO,0,30,16500,1,2021-08-11 06:20:46
343,61-1385357,REAP-LAD-ONL-20,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,ONLY,1,20,1600,0,2022-05-10 03:12:16
344,77-9538977,REAP-LAD-GIN-30,RETAIL_APPAREL,LADIESWESTERNWEAR,SKIRT,GINGER,1,30,1850,1,2019-04-23 03:34:32
345,86-8007098,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,1,40,4550,0,2018-03-07 02:52:24
346,64-5555859,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,TV,LG,0,10,1000,1,2020-08-26 18:35:56
347,38-2447575,TRAV-ROA-OLA-30,TRAVEL,ROAD,TAXI,OLA,1,30,14550,0,2018-04-23 14:14:53
348,42-9067516,TRAV-ROA-BOO-40,TRAVEL,ROAD,TEMPO,BOOKMYTRIP,1,40,36000,1,2020-06-11 11:52:04
349,73-2084397,FOBV-FAS-MAC-10,FOOD_BEVERAGES,FASTFOOD,BURGERS,MACD,1,10,150,0,2019-03-08 15:26:35
350,95-3829076,TRAV-AIR-AME-30,TRAVEL,AIR,INTERNATIONAL,AMERICAN AIR,0,30,15150,0,2019-06-06 07:37:47
351,58-3979314,TRAV-ROA-OLA-40,TRAVEL,ROAD,TAXI,OLA,1,40,40250,0,2022-01-27 00:22:33
352,21-2243941,FOBV-ALC-FRA-10,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,10,200,0,2021-12-23 13:44:04
353,84-7998688,REAP-LAD-DEN-10,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,DENIM,0,10,750,0,2019-10-06 20:20:18
354,44-0904951,ENTE-CON-PVR-20,ENTERTAINMENT,CONCERTS,CLASICAL,PVR,1,20,1500,1,2020-11-15 06:58:09
355,15-7726648,ELEC-BIG-CRO-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,20,2500,0,2020-05-28 18:10:54
356,96-5357035,REAP-COS-LAC-10,RETAIL_APPAREL,COSMETICS,CREAM,LAC,1,10,650,0,2019-07-13 05:56:45
357,19-0317159,ENTE-MOV-MOV-10,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,0,10,350,0,2019-01-24 15:30:03
358,43-6206518,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,0,20,700,0,2020-12-29 21:19:51
359,87-6289113,ELEC-BIG-HIT-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,0,30,2900,0,2018-01-23 02:49:29
360,41-9981595,REAP-COS-YAR-10,RETAIL_APPAREL,COSMETICS,POWDER,YARDLEY,1,10,600,1,2019-05-25 18:16:44
361,14-6574106,ENTE-MOV-PVR-10,ENTERTAINMENT,MOVIE,ENGLISH,PVR,0,10,850,0,2019-12-25 18:33:48
362,10-0326551,ENTE-MOV-PVR-30,ENTERTAINMENT,MOVIE,ENGLISH,PVR,0,30,1850,1,2022-04-23 17:01:34
363,46-2829452,TRAV-ROA-GOI-30,TRAVEL,ROAD,BUS,GOIBIBO,1,30,26050,1,2019-01-09 14:58:00
364,72-5122313,ENTE-CAR-AFR-20,ENTERTAINMENT,CARNIVAL,CIRCUS,AFROCIRCUS,0,20,1500,1,2019-02-14 09:15:38
